chrom	end	start	seq-name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	blockSize-sums	TU.#-iso.#	TU.#-iso.#-count
Ad5	4056	5825	e684f176-071a-4df5-bcbb-15798a5fdbc5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	17a7f4db-f42f-4d4d-8126-89b9f209e6a4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	00d41801-4bbc-439c-941f-0cfa76dee7b8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9834eb9a-c527-4262-852b-59032b14e932	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d5273a61-5c38-4857-a2c7-a34db2b40c4a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fcd079a7-3c07-43f3-bb5e-d1a39b9cac25	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	be595666-f9c7-4563-a71b-fb70730c47b6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f238537d-01d2-46ce-8e13-4c06938779dd	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1f234ed5-df0c-4302-97f7-7b860113c038	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f951d910-c0b8-41ed-87cc-40cd11ef9792	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3d6ab21d-ea61-4ecf-9703-66e40639b7f3	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a45cd8e5-cc79-4247-bbc1-cbdf41ffc2d6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f77cd20c-070f-44d4-87a7-8d2d1be9ed17	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5865f48a-9d01-4e6e-a6a3-06ad4d0bd7e9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	04211473-1b1b-400f-89eb-cd94ad7567e6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8db857c9-81c0-4e79-b43c-7f420919d12b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	86cb970b-91e4-41f8-89c2-3bc2d04e6707	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	918cc066-ffd6-48c6-ba68-7e98bfec78b9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c2289214-5643-404e-92d5-d779597682db	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6d7cd23e-2945-4787-9370-e1288859a3bc	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	759a9b08-c1b9-42ba-9c2d-e7ecff625de3	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7ed41870-5332-4797-b3cd-d6dd5aecb8ee	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7ef7492d-21f9-4d1b-a40a-b63be420902b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6af0ff20-3af9-4b63-a6cc-5908e9a285ee	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	173c6b6c-3ff9-4912-9738-c6e75ac18029	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8e3024cc-248b-44b0-8fb9-5d93c1732192	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	799dd152-49a3-4bc6-80bf-d8f9f7868076	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3cc57b7c-cc5f-4c1e-8d1a-e42f68e4e79b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d9e659f5-2dbd-4b5b-9c8a-dc8516622d3e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0d0a0f84-f1fa-45b0-a005-c7220b09b35e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9776d8cb-b100-4748-bcf3-89b97b091aaf	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f4d97d7f-2e2e-407d-a752-d48eb60a53d9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c1eab099-9b9f-496d-a685-96d27aa8a59a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	59974822-d98f-4ded-a01a-af348f77b538	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	33889956-0596-47cc-b4fb-b90857bfb4c2	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	08ba74cb-bed3-41b9-a51a-6330e6096f27	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	18670c9a-443b-42cb-8f66-54b103bd8207	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f04f5ce2-a7c0-41b9-80fd-fe2f1844661d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	076a1e96-3e74-4a15-a9de-d6e931677671	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8fa62aae-1cb4-4d6b-9a69-f18f66d61175	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6f88af94-b367-4b5d-8269-00444002ddda	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d98ff5bb-7a58-4288-8910-f1fe9c4280c8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2a4ab1bc-13d7-49ef-93cd-f30f97f3e920	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0d0f22ce-68d3-42e2-bb9a-a4809d1d390b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	75058e93-c15c-447e-8149-6042e8bb858e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	4bcc520a-83e8-4c8d-9ab4-f069b5c853f5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3ddfcef0-c237-4480-9166-a0790627551d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a315fdd3-b663-440d-9851-665d3beea758	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	74b791a3-52b4-42b2-acb0-d370c65de0a4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1ef01347-1e9c-4b3c-8af1-4461c48b33d1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e2d2fe2c-8ecb-435f-b480-03224f54100f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	28de9d34-e8fd-49f6-8532-37f2752b59a1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7a51f347-a47f-4d78-bec3-c1de2cbfd604	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3f097423-6bd4-4bee-b744-ec45e823e18b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	30aef5b4-ef46-4755-82ac-f9a75519cf89	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a8d19746-04b0-4d94-a4df-a77321005807	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	22e60ff7-2cf5-4cb7-9e1a-75828cfa2cbb	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3836f904-f560-43d4-92e5-46a0de94a297	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7f671f1a-3acb-4a3d-8a25-e2cf6657abd4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	58569fcf-a3fb-485c-bcaa-6b10493bb2e2	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	cea9a206-8ff2-4eb1-b24f-3e0ffc501524	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5b0fc0b1-a663-4eab-b1fd-55dab1d1c972	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6f01fcf1-8bc9-444d-aa5a-5ad195859110	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ed607932-5fda-4803-b93e-68000723b555	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2a6b28fc-5c9f-45bd-8691-c17f40783281	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0598a29e-373a-4152-9d77-e3abdcf79e35	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	079f75f6-ea6c-44ab-bb66-113b7bf87319	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	32958265-2174-4f65-a68e-2beb64e451c8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	94347f03-5f02-462b-b6a0-ffc63b778344	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7acd9ba4-e693-4c16-be69-32738e227341	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	dbe78a39-5c2d-4e93-9538-2a043d3ccacc	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3d5a2929-8a29-49e3-a6d3-721babf1f6a1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c0f6a593-f0bc-4be0-ba5f-94dfb0e9a12a	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0e6b7c1d-86cc-4af5-89e0-0da5e9dd0cd9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c2e0196c-fcf9-4e36-b4c7-2f4eb80c8647	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1ecab708-ae97-409f-ae60-eb7ebeb20208	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	37de1ab0-36f2-4888-b3cf-0473b45f708b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e0ab80c5-579a-4adb-961d-5386062587fd	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8b9f4d79-6d2a-4502-b900-cf06a614d7c4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6def1098-65be-4d49-9a29-1fd8ab02fbe6	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	141ac4cf-4793-4602-bbff-682ef83786f8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9c118bd1-c9f7-45ed-a745-b0d6055579ee	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	471272f2-0ae2-47d0-a907-7b0fb1f95dfa	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	9cdfdaaa-6be2-43e4-8bc6-21b3b6338d62	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d3b14940-45e1-4d43-838b-a134fb38fe91	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	28e181f2-2695-43dd-bf13-81ed75d99d49	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5b1f5740-57f4-4282-b860-05cb1b1b6cea	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3482fdc1-fb1b-4973-9bf7-5fdd61159873	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fbffba01-d8aa-4fc7-a072-d9857f0ea395	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fd7cd651-fe46-4199-baf1-96e4e3a32542	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7466f4dc-dbde-4f7e-8eaf-a671e1f49002	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5aa0618e-f42d-47a2-8606-19b20ea79eb1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	32644bca-0433-412c-8350-99000c79381b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b66e5903-6533-4067-8a39-ead53c1c3417	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	db720fb0-8bd0-47a2-b6a7-6a5171d18500	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	71f4f03a-e97c-40fd-a2db-86a6f4595f37	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b3ab1ff2-5893-4380-b703-72ac0b241e8b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	58580fbf-cd6b-4ca6-b553-dc93391adbba	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6388c98e-f13e-44ef-8da7-932675496beb	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	37f65ed9-32f7-4153-9cc6-c331715781b8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	462790cd-5f17-4404-9844-01d4eeea9f20	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	2b83bd38-74ff-4eb2-8702-aa66a309f66c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	da6eeb6e-d3e1-4ce0-90ac-812de815a944	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ab417296-6a35-4f67-a6bc-cfe87781472d	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1e98daba-0ab9-4cd5-a3af-076d4374bafb	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	537fffe2-8dcf-4d16-adc3-fab9f14a9bcf	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	4cc8dc37-5556-47a7-8985-42063bf6c456	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	75acb9d9-d27a-4d09-92c0-1b8ccc7bbdc7	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	5c7ce205-7070-4550-93a4-3e345f4e7a12	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	843fe2ee-67b3-4c06-a1ba-3710578831ba	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	03ee3fcf-4803-4119-b1f3-3765fbde0006	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	81b22768-d445-4b87-8407-3ceb6217527e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7b54dbd2-e454-49f6-ab2c-fe5200b0912e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8aff4afd-65ce-46b0-936e-fa70faa93980	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ae6b53f7-6513-428c-b857-b376f0e3e51f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3b9105ce-1be9-4435-9211-0ddec88826de	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	cd64978d-7ad8-41d3-b035-6abde50e114b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	aedd94fe-a2bd-40ee-81a6-1250cfa63adf	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e9d337b8-126b-4204-b296-7691207aa13c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	fc0c18bd-7b1d-4277-b866-bb3e0d6adb35	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e0b5ba20-03f9-4ce2-aa8e-6ab093621040	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	845db6d7-4df7-42d6-a682-22edfb22919c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	de09ee40-40ef-4c98-8271-4ba34d4d2105	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	060195d2-57d8-4000-af9a-da3e99e4ecd5	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b570ee77-65e1-4a45-b515-f50af26be1bd	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	75a81a55-c278-466b-ac11-0e0e451c7574	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	993cb5e7-c665-4432-bf48-d56f9d9b1a84	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	560b2535-6f8c-4690-9c86-2be321767791	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	d2d319e9-9793-4f1c-a4a2-a461b6c28ec1	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3b525f58-7a3b-491d-9546-0f90c394cf0b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0ba224d0-644f-42be-acbe-2ecaf5bf1c00	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	245ffd11-48a1-458c-aed2-6a8723f32f94	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	dc9f30b5-8e60-4c8d-83d1-cb7848ca1449	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	240453d9-6d18-470c-9776-9240ed696a86	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	656d14da-266f-4aee-ac1d-afd9cc8243b4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a16dd548-6dae-41a4-8678-ebb80bfe1911	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	3fae680a-1e5a-490d-bd1c-141163921d89	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	04d7f0d5-79ba-4ee4-bfcc-0a3c386c09d4	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	68cd0b16-bfd7-4ce2-bf51-a47375fc7ae9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	029e3e6a-3e1c-4882-a08b-76bbdae7feb9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	943dfe74-3907-4674-827a-07194c3e1cc0	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	6c50da8a-5e8c-4b3c-af82-19c6d132a08e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	131a7909-c9ec-4247-a758-8d79d7b46113	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	7a350c04-18d5-4359-aa1f-c421c76227bb	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	74f1384e-eec3-4c6f-b90b-279c2ca72861	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	bb2c9c11-496d-4d06-8aa3-7f2ba7baba36	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	28195915-a456-452e-8882-a6ea0f5f1044	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f6dfa89c-9983-42dc-952d-3c9246245549	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	ecc06038-586e-4ddc-8879-fea24c4e0fd2	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	1c5bad31-b2a2-4fb9-b320-7ff6373c391b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	135e0d89-b210-4439-a86c-9e3201a88492	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0e6a86a9-a9fa-4280-9e50-df7d2b55891e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	63fb21ef-9f72-44bd-aabd-e066e2e1bc2e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	32f1efe0-ceed-45db-a24a-a5f60b544830	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	52b29beb-8154-4554-861f-b580dd0be4be	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	eefe6aed-4d8c-43a7-9047-ac04781935ff	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	f55bef3b-5136-4490-a98d-838aa2b48233	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0c8a1c1e-9c15-4c66-90f7-6ae565cc9a41	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	b45ac95c-1df3-4265-89e4-10ff61f7599c	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	8ff17dd5-3346-4e44-98f8-bf10174122a8	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	e6aad7ee-8c41-4cfb-9b79-f54f9550033e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	436c4ff8-14ef-49fa-8ffe-9fa3864f159b	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	680db722-06e0-4301-89f2-5d780dee8081	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	67b28c07-2d42-4a55-aec0-20e7b9f81f01	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	193fb2c4-6eba-41d7-b96c-03df0ac988a7	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	c4670b02-e787-4531-b77b-6d7347d32be9	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	060d7d94-c15d-4c8f-8722-2d0aad557667	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	a148e29b-dd07-46d1-8077-3f2d655fc253	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	0061123e-0107-4663-a52b-ff8ce16b563e	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	89a752bf-eb42-412a-9fe9-6630ef8e5644	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
Ad5	4056	5825	389f579d-84a5-4816-be96-500e2d86927f	60	-	4056	5825	255,0,0	2	1371,120	0,1649	1491	TU.1-iso.2	396
