chrom	start	end	seq-name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	blockSize-sums	TU.#-iso.#	TU.#-iso.#-count
Ad5	6060	32803	2f11f3bb-8278-4564-8792-b6bdae1b14c8	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3d757653-3e96-4b46-833b-35b57610405c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1f53c833-47f0-4089-b036-f48992e5a492	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	713fd549-c156-49de-bd52-5f906fccef9d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4fc0bed7-81d0-4680-8252-5858dd7743e2	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	91ba8168-bc48-45e7-aac0-e88ce7a2738c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	16497feb-dbb1-4cf4-bb39-53377ff8cdc8	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8dc0f973-7292-4dcc-ad6e-1fd7df3880a7	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2f757556-1793-4884-a162-2d5b120f26f1	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	84aca8cc-623f-4aee-9352-935ff6199356	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2ead3364-096e-4abc-af78-e4565d24d105	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	cd5b21be-ef44-4c38-b37a-7fbc0665b886	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	87302339-d35b-425c-9599-36d37276dacb	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	492b9d2b-7b1a-471d-81e2-0bc20fc1216d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b5c02709-6df5-40de-9523-b0a21389d635	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	aa99f6df-76b5-453a-833b-144aef39eb2c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	bf0adfe2-2315-4d74-9a20-948dfe5e03b4	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8de9b0e4-6e6c-4bee-8ade-262ad34609c0	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	11ddc2a5-18a7-4279-87a9-82046063d34c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	38386d43-4634-4426-965d-5bee2545dbc3	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a1cd313a-69dd-41a1-a74b-b93f82ea2fab	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4796dd61-e9f7-4756-bff5-b111c0051b17	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5f78166c-bd99-4a0d-a150-88e72330f0d9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3fff984e-bad5-43bf-9775-6305b69df736	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	87420045-eb8b-45a8-a274-6bbe10f74fdb	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1eb0fffa-c5b4-4271-bbab-8dfaa2a6f3cf	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	90cfe299-c8e6-44a0-a33a-8ae2839ddf63	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2a625de8-a744-4b62-931d-d3bb98a3cdfa	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8707961d-ba96-4e4c-9310-087afa6d8267	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	f94b87e2-20f0-4af5-b714-dd03580f4495	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c3e8c36d-4553-4093-b7c1-a4efd7d2cf83	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4ca41435-e483-4fdc-9bf8-d9bd0871d941	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	805d2663-d45b-440b-b202-fdb342ff87e1	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2887dac3-c973-4c60-b4a4-f9958728935b	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	52debc34-2c6f-42b1-94c6-0071b4a273c6	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1e7120a7-7294-4faa-99a1-2e3dcf79cb59	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	af312fe7-6f01-47c1-9c82-992ded1d4cd4	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	330cd42e-8e9f-4976-82a9-44f802ca55db	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	6345222d-9c6d-48f8-97fd-ef1e2f540a29	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	02eedbe8-2c95-433f-b4a8-48957a7a824c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	273847b2-5865-4acb-bc98-eaebc4ddcd7b	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	acb6efa7-095e-4870-865c-ad86f91e6bb2	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c62daca5-b8ba-4e96-9aae-bc648d929326	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a32ce987-4c67-42e9-b9ed-eb29d35c8af5	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5acb637c-2bce-48fd-9a02-7dace954e520	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	91f53f23-d61f-47d1-9cd7-aba00a46fe5d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4c2a9366-1db9-4e65-96c5-25a5114b1f99	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4832c2e0-63e7-4e48-9f99-3f8d3a76205d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	efdade00-f100-4de5-8dea-cbec79672aae	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	724b6d72-f321-42d4-b47d-eb79fa10b02f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2fd459d5-3d16-447c-914b-bebfb18301a9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	39e3dd17-b455-40f3-834a-a4c75e8b9293	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	548ef359-a58d-4ae5-a902-29df88463927	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	be1459a2-58c1-404b-9cf9-95a6a056f5b4	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a993ff09-92ec-4764-8a3a-7c4598cebe98	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	94584bbe-23b9-4b60-8854-8f2d7a82a093	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	0f5f512a-b8d7-46e0-86e3-d1bcf47dd0a2	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1eb16b5c-aa3e-4532-94ea-72ef5da3bdaa	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	015b7f9b-482b-491f-aecb-837ac0724332	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8eaa62d7-3413-4679-b46c-7840c4226bf4	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	819b03df-36fb-40e9-8ddd-0295514d321d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8548a055-e3ef-4f36-8bd9-ace5bb174622	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5ff11507-1dde-4843-a1bb-21c720f548e7	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5137b777-1d00-4572-9a4e-14f41fe9869f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	f7033419-0621-4fc8-9c58-1d58d5c07d20	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c19864ae-bfe8-4339-ae2e-ec2ddd2adbde	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	0bf7689d-8c53-420b-99a6-4e0d71d11280	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	f02ad16c-3e3d-4204-b946-d1d7f8162011	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	47cc5844-b44f-4b82-9608-a91c91a4645f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b9500ae5-46a0-419c-b714-11617a98a37d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	02ac9444-b3ac-416f-a799-241f385208a9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	e1c65c15-56d7-4ef1-9f20-80b28d0ec1d6	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b2c97716-502b-456d-8b6b-05906f9dcecb	60	+	6060	32803	255,0,0	4	33,72,90,1762	0,1050,3583,24981	1957	TU.11-iso.1	935
Ad5	6060	32803	cd911aa9-400d-4f74-b1b4-2996d97dde0f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	d9195f55-9d14-46cd-9354-ba979243fc56	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	bfb92ca6-c079-4398-9d26-5dd072b75714	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	7b1fb7a9-636a-4f49-9b04-4976ab7436b9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1dd5d4c4-e79a-4e84-a97d-f9b2a6469374	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	14ddfaaf-1d02-45ce-962a-83dd82c7e5c2	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	09bde99a-0e08-4e0c-bd10-2fb7aea16284	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	83edb771-7680-45cb-bc22-87bbf082d97d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	918d6b6c-4069-46c7-82c1-7c237d9b8f9f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	50dd91da-c675-4019-9e45-8e8a2c140a43	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	4e0fef1e-e53b-45c8-9069-34b9eb2a5fa9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a53a4dff-58a0-4a4c-a990-86dc7b5f82ee	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	db1e3d1e-2bbc-40cd-87bf-1925f923dc82	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8caf149c-0de7-488b-b05c-0d87d51d0109	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	9b82fdfc-b234-4fdb-89ce-7d0af9a9f730	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	ab48c759-d0f3-4c8b-9646-cdb8aee9691f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	89e6613d-c5e5-4378-9623-cc46be72a796	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	dd4e2ed9-960b-4d3c-8a0d-7cf4c6852898	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	268b3ea8-40ba-49d6-89cb-bc6c76496407	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	51fd3d45-1aa3-4d43-9359-b10409670c18	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3b104723-13cd-4b5d-924d-0e0949e6a41e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	d8c5fdc2-05c0-490e-b14f-f7d566bedee7	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	da6ffb86-566b-4c03-9d56-eb2e9162537e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	39cd616d-33d7-47a2-bc6e-61e014963a27	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	ce041c6e-6207-4bff-8926-442d4dd84e17	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	26d9ea1e-d2a8-4420-8b01-b1129f845166	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b4096b53-9dde-4cdf-92fc-8e4022df47e9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c955d8ed-543c-409c-87bf-9927c22c8032	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	44e0dbc1-1e14-49bc-b56d-3595349d2663	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	39b4b51d-ee56-42cd-b9cb-ba323171ccfa	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	e11ae2d8-ddab-45b5-b7aa-5c4770643478	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8f6303f2-4009-4c07-92b6-349bb10013be	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	58c76c0b-6e90-481b-8dc7-3ea8193c5942	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c22c5b6f-e481-43fd-848a-9b5b3a755c91	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	7b89ff86-2ac2-4a11-97b2-6629f4b73eda	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	ed902b7e-ec86-4c34-aed1-d60624f96d84	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	127b3273-189b-4483-b155-59a8247d30a0	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	eb749122-d02b-4a62-b498-d416ff53fd7e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2372a9de-7e23-41f0-89d1-acad1066ca40	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3789eac9-0a25-4e06-b3a6-e83bf27b4740	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	e1c5b610-7c61-4db3-b0fb-d4135c13f644	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c8397d36-1ca5-4873-a219-bb9817a75041	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	01550cd2-bfb2-47fc-9671-51f9c5dfd1e5	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a862a765-1123-4713-ac23-88a1b80fd634	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	32b62033-fd7c-4fd5-a773-b203bcd157f1	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c3d8207f-321f-4dec-a349-c39e1a3422db	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	a0b580e7-4fcf-477f-9ddc-0ea41d21be9c	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	d57ceb39-3049-4bf3-93c4-073d85edf237	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5813e7d2-f3c6-45d2-a89e-3321a06c1a1e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	9f12fb52-a645-4f32-adf4-85ac45f1cd75	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	408f626d-3fde-4ac3-b874-f27f062c2939	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b09341a0-2e92-4d2f-bad0-8b9c58f3374f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3d4414d7-cd3f-44e6-a14d-c889a8a667a6	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	2fbdf9d1-8832-4904-84b0-e28c75261411	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	94127a37-1e30-4906-a48c-533e6925349a	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	24fdc3aa-6778-4778-8ee7-6714534a25f8	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	c1000cd4-1c9c-4468-9ee6-81b79a3990ba	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1d578688-771f-4f91-8898-7085894b008e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b8945732-c79c-4877-aadd-5efb4c994858	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	d802196b-18fe-44a7-82b9-a8f16ad81fd9	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	0aa17e92-b33a-4d90-b2cc-75209edbdd4e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b9a9239e-b45b-4baf-8f45-36bfe0b41eab	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	66029cdc-87bc-488a-a081-e65d4e099e8a	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	1748c302-3017-4714-8879-7f1e00403302	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	aa3e5329-e80d-451b-88b0-f646b3421355	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	387cf0e3-c97a-49dc-9049-23ccec679095	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	7f36dd42-1d73-4edc-96d7-fcce93474ea6	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	f25098df-44b1-4356-8a27-2e097065181f	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	cc67f339-7e4e-4951-8d8f-412cedb4fcf1	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	976c3e79-7b9c-4c7a-a8c3-3b21e1daeefd	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	46044ea5-b87f-416e-ae33-78885823e955	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	d778ee00-0e7f-4154-9fe9-398271df305d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	ac875c29-a1c5-4729-afd9-bc2b5875d35e	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	3745dbbd-b571-4192-962a-355c659eb841	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	17abe20c-df39-4d08-bf06-2cafc14509a1	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	6d4f8574-d073-4307-ac90-27141469689a	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	b7b5409f-0aef-40f4-a32a-bdfdb4faf806	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	231890cc-9042-45a5-8123-d8f9bea08e7d	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	5d1fe59f-8962-419d-ac12-eb968b58cb61	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
Ad5	6060	32803	8db7610f-6b4b-4d9b-a507-07b6101fb2e6	60	+	6060	32803	255,0,0	4	29,72,90,1762	0,1050,3583,24981	1953	TU.11-iso.1	935
